,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
238,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,230,31,5,7.00,7911.61,0.06,0.06,R,F,1995-03-18,1995-03-24,1995-03-20,NONE,RAIL,uriously final accoun
239,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,18244,1222,F,95611.93,1995-02-12,1-URGENT,Clerk#000000254,0, deposits haggle blithely blithely fluffy requests. sometimes,18244,1580,1,6,36.00,53336.88,0.10,0.02,R,F,1995-04-14,1995-04-11,1995-04-17,DELIVER IN PERSON,SHIP,ily. final packages
240,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,25184,1222,F,83850.59,1995-02-28,4-NOT SPECIFIED,Clerk#000000120,0,ve the furiously bold requests-,25184,1525,26,1,29.00,41369.08,0.00,0.02,R,F,1995-06-04,1995-04-02,1995-06-11,TAKE BACK RETURN,AIR,e quickly regu
241,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,21-709-519-4959,3883.18,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un,25184,1222,F,83850.59,1995-02-28,4-NOT SPECIFIED,Clerk#000000120,0,ve the furiously bold requests-,25184,1055,56,2,47.00,44934.35,0.10,0.03,A,F,1995-04-25,1995-04-09,1995-05-24,TAKE BACK RETURN,TRUCK,counts. evenly silent req
242,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,444,3,2,6.00,8066.64,0.03,0.08,R,F,1995-03-21,1995-05-13,1995-04-14,TAKE BACK RETURN,SHIP,ual package
243,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,1481,99,3,9.00,12442.32,0.01,0.03,A,F,1995-03-20,1995-05-05,1995-04-17,COLLECT COD,RAIL,e blithely carefully fina
244,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,1191,64,4,14.00,15290.66,0.00,0.06,A,F,1995-04-03,1995-04-17,1995-04-07,NONE,RAIL,accounts. warhorses are. grouches 
245,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,972,41,5,8.00,14983.76,0.07,0.04,R,F,1995-03-14,1995-04-18,1995-04-09,NONE,FOB,as. busily regular packages nag. 
246,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,1452,53,6,37.00,50077.65,0.10,0.04,R,F,1995-05-23,1995-04-12,1995-06-01,DELIVER IN PERSON,MAIL,ending theodolites w
247,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,4960,1228,F,204893.89,1995-02-26,5-LOW,Clerk#000000229,0,uriously even excuses. fluffily regular instructions along the furiously ironi,4960,1697,98,7,42.00,67144.98,0.08,0.07,A,F,1995-04-19,1995-04-11,1995-05-08,NONE,SHIP,s requests cajole. 
248,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,22-778-955-6105,5392.30,AUTOMOBILE,s according to the carefully final ideas ha,34368,1228,F,85541.60,1995-01-08,5-LOW,Clerk#000000777,0,arefully regular packages believe fu,34368,948,51,1,13.00,24036.22,0.09,0.07,A,F,1995-03-20,1995-03-26,1995-03-22,DELIVER IN PERSON,FOB,even accounts hinder blithely 
249,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,25095,1231,F,276231.12,1995-01-26,5-LOW,Clerk#000000057,0,ly beside the carefully bold foxes. furiously regular deposi,25095,1428,68,1,15.00,19941.30,0.10,0.01,A,F,1995-05-20,1995-04-02,1995-06-05,DELIVER IN PERSON,FOB,usly final theodolites use furiously 
250,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,25095,1231,F,276231.12,1995-01-26,5-LOW,Clerk#000000057,0,ly beside the carefully bold foxes. furiously regular deposi,25095,484,43,2,49.00,67839.52,0.01,0.05,A,F,1995-04-01,1995-03-21,1995-04-20,TAKE BACK RETURN,RAIL,eposits are
251,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,25095,1231,F,276231.12,1995-01-26,5-LOW,Clerk#000000057,0,ly beside the carefully bold foxes. furiously regular deposi,25095,1480,81,5,43.00,59403.64,0.07,0.01,A,F,1995-03-24,1995-02-28,1995-04-16,NONE,REG AIR,"its. pending, u"
252,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,25095,1231,F,276231.12,1995-01-26,5-LOW,Clerk#000000057,0,ly beside the carefully bold foxes. furiously regular deposi,25095,52,3,6,22.00,20945.10,0.06,0.02,A,F,1995-03-16,1995-03-14,1995-04-04,COLLECT COD,AIR,"to the regular,"
253,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,57061,1231,F,241146.83,1994-12-01,5-LOW,Clerk#000000169,0,bt. furiously even asymptotes cajole. carefully sly theodolites cajole car,57061,1310,11,1,48.00,58142.88,0.04,0.01,A,F,1995-03-29,1995-02-21,1995-04-28,DELIVER IN PERSON,RAIL,"final pinto beans. pending, express reques"
254,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,2326.68,AUTOMOBILE,uickly regular foxes are after t,57061,1231,F,241146.83,1994-12-01,5-LOW,Clerk#000000169,0,bt. furiously even asymptotes cajole. carefully sly theodolites cajole car,57061,1966,11,7,11.00,20547.56,0.09,0.00,R,F,1995-03-11,1995-02-01,1995-04-10,NONE,MAIL,", even accounts integrate slyly across the "
255,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,13-727-588-7092,-301.75,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s,29095,1258,P,284979.70,1995-03-09,4-NOT SPECIFIED,Clerk#000000663,0,ironic instructions haggle caref,29095,1576,57,1,43.00,63535.51,0.04,0.05,A,F,1995-05-17,1995-06-01,1995-06-13,TAKE BACK RETURN,SHIP,kages unwind carefully. r
256,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,13-727-588-7092,-301.75,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s,29095,1258,P,284979.70,1995-03-09,4-NOT SPECIFIED,Clerk#000000663,0,ironic instructions haggle caref,29095,1143,80,2,40.00,41765.60,0.00,0.03,N,O,1995-06-20,1995-04-19,1995-07-03,TAKE BACK RETURN,SHIP,asymptotes. quickly exp
257,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,13-727-588-7092,-301.75,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s,29095,1258,P,284979.70,1995-03-09,4-NOT SPECIFIED,Clerk#000000663,0,ironic instructions haggle caref,29095,787,88,3,43.00,72574.54,0.08,0.03,A,F,1995-06-08,1995-05-02,1995-06-17,NONE,SHIP,ngside of the ironic theodol
258,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,13-727-588-7092,-301.75,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s,29095,1258,P,284979.70,1995-03-09,4-NOT SPECIFIED,Clerk#000000663,0,ironic instructions haggle caref,29095,659,60,4,23.00,35871.95,0.02,0.00,R,F,1995-06-09,1995-04-30,1995-06-17,TAKE BACK RETURN,SHIP,jole furiously furiously regular deposit
259,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,13-727-588-7092,-301.75,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s,29095,1258,P,284979.70,1995-03-09,4-NOT SPECIFIED,Clerk#000000663,0,ironic instructions haggle caref,29095,1982,71,5,41.00,77243.18,0.07,0.03,R,F,1995-05-30,1995-04-20,1995-06-08,DELIVER IN PERSON,RAIL,kly around th
260,1274,Customer#000001274,eHJnE7ytBm,24,34-152-721-6307,126.97,AUTOMOBILE,nts are enticingly above the furiously,34881,1274,F,262557.61,1995-02-08,3-MEDIUM,Clerk#000000659,0,the final ideas. idl,34881,1508,29,1,36.00,50742.00,0.00,0.06,A,F,1995-05-02,1995-04-22,1995-05-04,COLLECT COD,TRUCK,y enticingly unusual theodolite
261,1274,Customer#000001274,eHJnE7ytBm,24,34-152-721-6307,126.97,AUTOMOBILE,nts are enticingly above the furiously,34881,1274,F,262557.61,1995-02-08,3-MEDIUM,Clerk#000000659,0,the final ideas. idl,34881,1215,53,4,32.00,35718.72,0.05,0.03,A,F,1995-04-26,1995-05-08,1995-05-04,TAKE BACK RETURN,RAIL,l packages. fluffily special id
262,1274,Customer#000001274,eHJnE7ytBm,24,34-152-721-6307,126.97,AUTOMOBILE,nts are enticingly above the furiously,34881,1274,F,262557.61,1995-02-08,3-MEDIUM,Clerk#000000659,0,the final ideas. idl,34881,1058,29,5,43.00,41239.15,0.09,0.03,R,F,1995-04-01,1995-03-13,1995-04-29,NONE,RAIL,y regular pinto beans. slyly unus
263,1274,Customer#000001274,eHJnE7ytBm,24,34-152-721-6307,126.97,AUTOMOBILE,nts are enticingly above the furiously,34881,1274,F,262557.61,1995-02-08,3-MEDIUM,Clerk#000000659,0,the final ideas. idl,34881,472,60,6,38.00,52153.86,0.03,0.02,A,F,1995-04-16,1995-03-28,1995-04-21,DELIVER IN PERSON,REG AIR,nt excuses aft
264,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,6211,1294,F,147948.12,1994-11-24,1-URGENT,Clerk#000000850,0, ironic accounts may hinder across the car,6211,380,9,2,39.00,49934.82,0.05,0.07,A,F,1995-03-20,1995-01-17,1995-04-12,NONE,TRUCK,ly above the slyly slow pa
265,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,49600,1294,P,124037.71,1995-03-08,5-LOW,Clerk#000000097,0,aves nag busily bold courts. even packages use slyly. slyly f,49600,1176,85,1,4.00,4308.68,0.09,0.01,N,F,1995-06-16,1995-04-18,1995-06-29,DELIVER IN PERSON,RAIL,inal deposits. blithely p
266,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,49600,1294,P,124037.71,1995-03-08,5-LOW,Clerk#000000097,0,aves nag busily bold courts. even packages use slyly. slyly f,49600,1363,78,2,29.00,36666.44,0.10,0.03,N,F,1995-05-30,1995-04-10,1995-06-24,COLLECT COD,SHIP,ts wake over the fluffily ironi
267,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,49600,1294,P,124037.71,1995-03-08,5-LOW,Clerk#000000097,0,aves nag busily bold courts. even packages use slyly. slyly f,49600,1037,43,3,25.00,23450.75,0.01,0.07,N,O,1995-07-06,1995-05-05,1995-07-21,NONE,SHIP,"y ironic packages? regular, regular foxes"
268,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,49600,1294,P,124037.71,1995-03-08,5-LOW,Clerk#000000097,0,aves nag busily bold courts. even packages use slyly. slyly f,49600,1612,95,4,21.00,31785.81,0.08,0.01,A,F,1995-04-17,1995-06-03,1995-05-10,NONE,MAIL,ickly even instructio
269,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,33-506-204-7796,-808.13,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously ,49600,1294,P,124037.71,1995-03-08,5-LOW,Clerk#000000097,0,aves nag busily bold courts. even packages use slyly. slyly f,49600,659,60,5,21.00,32752.65,0.06,0.03,A,F,1995-05-29,1995-05-07,1995-06-09,NONE,RAIL, unusual hockey players inte
270,1315,Customer#000001315,5J941XxxkE,10,20-941-614-6433,1447.84,AUTOMOBILE,"refully bold packages. final, regular pa",1830,1315,F,116412.14,1995-02-23,1-URGENT,Clerk#000000045,0,"according to the even,",1830,1196,33,1,38.00,41693.22,0.00,0.07,R,F,1995-04-20,1995-05-22,1995-04-24,TAKE BACK RETURN,TRUCK,ely even a
271,1315,Customer#000001315,5J941XxxkE,10,20-941-614-6433,1447.84,AUTOMOBILE,"refully bold packages. final, regular pa",1830,1315,F,116412.14,1995-02-23,1-URGENT,Clerk#000000045,0,"according to the even,",1830,811,45,3,36.00,61625.16,0.07,0.07,R,F,1995-04-21,1995-04-14,1995-05-10,DELIVER IN PERSON,SHIP, slowly unusual orbits. carefull
272,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,868,2,2,48.00,84905.28,0.05,0.01,A,F,1995-03-29,1995-04-28,1995-04-14,TAKE BACK RETURN,MAIL,"s after the even, ironic"
273,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,1568,9,3,10.00,14695.60,0.06,0.00,N,O,1995-06-25,1995-04-12,1995-07-23,DELIVER IN PERSON,FOB,ly. slyly ironic packages
274,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,1232,44,4,15.00,16998.45,0.10,0.01,A,F,1995-03-27,1995-05-20,1995-04-22,DELIVER IN PERSON,REG AIR,special asym
275,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,1229,67,5,20.00,22604.40,0.00,0.04,A,F,1995-03-15,1995-04-11,1995-03-21,COLLECT COD,TRUCK,ts cajole quickly. slyly ironic fox
276,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,1968,1,6,28.00,52358.88,0.07,0.04,R,F,1995-05-18,1995-04-08,1995-06-15,TAKE BACK RETURN,MAIL, furiously ironic packages. fluffi
277,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,28-393-594-5247,8303.09,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl,18688,1343,P,273024.36,1995-03-06,4-NOT SPECIFIED,Clerk#000000065,0,its nag fluffily blithely ironic excuses.,18688,1043,79,7,20.00,18880.80,0.00,0.03,R,F,1995-05-21,1995-05-04,1995-06-12,TAKE BACK RETURN,AIR,rding to the fluffily sile
278,1349,Customer#000001349,"HvlnFsKOdm39Ge4VPgzE,UN",18,28-950-527-8728,4967.24,AUTOMOBILE,ges. final ideas nag furiously against the fluffily express accounts. ,51555,1349,F,91484.44,1994-12-13,4-NOT SPECIFIED,Clerk#000000595,0, fluffily even deposits accordi,51555,836,36,1,42.00,72946.86,0.10,0.05,R,F,1995-04-10,1995-02-23,1995-04-14,NONE,REG AIR,"pending, ironic requests"
279,1402,Customer#000001402,F7 m0JwiCABmbJLPQpCJ2,6,16-713-144-2780,4396.25,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa",23936,1402,F,301048.56,1994-12-18,3-MEDIUM,Clerk#000000727,0,"uctions. foxes dazzle regular, final deposits. sl",23936,757,90,2,18.00,29839.50,0.04,0.03,R,F,1995-03-13,1995-02-13,1995-04-08,TAKE BACK RETURN,RAIL,ithely express deposits
280,1402,Customer#000001402,F7 m0JwiCABmbJLPQpCJ2,6,16-713-144-2780,4396.25,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa",23936,1402,F,301048.56,1994-12-18,3-MEDIUM,Clerk#000000727,0,"uctions. foxes dazzle regular, final deposits. sl",23936,1278,79,3,41.00,48350.07,0.04,0.06,A,F,1995-04-06,1995-01-25,1995-04-13,TAKE BACK RETURN,SHIP,ans. fluffil
281,1402,Customer#000001402,F7 m0JwiCABmbJLPQpCJ2,6,16-713-144-2780,4396.25,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa",23936,1402,F,301048.56,1994-12-18,3-MEDIUM,Clerk#000000727,0,"uctions. foxes dazzle regular, final deposits. sl",23936,993,28,7,34.00,64395.66,0.05,0.00,A,F,1995-03-18,1995-01-30,1995-03-28,TAKE BACK RETURN,MAIL,thely ironic orbits nag besides the slyly 
282,1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,-932.09,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac,49761,1420,F,310767.11,1995-01-25,4-NOT SPECIFIED,Clerk#000000070,0, the quickly express accounts. unusual accounts sublate carefully silent p,49761,541,72,1,28.00,40363.12,0.00,0.04,A,F,1995-03-22,1995-03-19,1995-03-30,COLLECT COD,FOB,"r, regular ideas. carefully"
283,1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,-932.09,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac,49761,1420,F,310767.11,1995-01-25,4-NOT SPECIFIED,Clerk#000000070,0, the quickly express accounts. unusual accounts sublate carefully silent p,49761,1230,42,2,30.00,33936.90,0.08,0.07,A,F,1995-04-02,1995-03-07,1995-04-07,DELIVER IN PERSON,TRUCK,kly regular excuses. packages run fluf
284,1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,-932.09,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac,49761,1420,F,310767.11,1995-01-25,4-NOT SPECIFIED,Clerk#000000070,0, the quickly express accounts. unusual accounts sublate carefully silent p,49761,1807,94,4,45.00,76896.00,0.09,0.02,R,F,1995-03-23,1995-03-28,1995-04-12,NONE,TRUCK, requests haggle even 
285,1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,-932.09,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac,49761,1420,F,310767.11,1995-01-25,4-NOT SPECIFIED,Clerk#000000070,0, the quickly express accounts. unusual accounts sublate carefully silent p,49761,1016,22,6,42.00,38514.42,0.00,0.04,A,F,1995-04-30,1995-02-24,1995-05-24,NONE,RAIL,low accounts inte
286,1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,-932.09,AUTOMOBILE,the instructions cajole carefully. slyly final requests nag carefully ac,49761,1420,F,310767.11,1995-01-25,4-NOT SPECIFIED,Clerk#000000070,0, the quickly express accounts. unusual accounts sublate carefully silent p,49761,1737,22,7,36.00,58994.28,0.05,0.04,R,F,1995-04-11,1995-03-05,1995-04-19,DELIVER IN PERSON,MAIL, deposits wake furiously. sly
287,1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,31-433-694-1822,8487.60,AUTOMOBILE,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar,20262,1439,F,218023.84,1994-12-27,4-NOT SPECIFIED,Clerk#000000877,0,deas. requests engage quickly. final packages sleep along the quietl,20262,1144,81,1,45.00,47031.30,0.03,0.07,R,F,1995-03-21,1995-03-05,1995-03-25,COLLECT COD,TRUCK,y regular dugouts. permanent pin
288,1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,31-433-694-1822,8487.60,AUTOMOBILE,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar,20262,1439,F,218023.84,1994-12-27,4-NOT SPECIFIED,Clerk#000000877,0,deas. requests engage quickly. final packages sleep along the quietl,20262,26,2,3,12.00,11112.24,0.08,0.06,A,F,1995-03-18,1995-02-05,1995-03-28,NONE,MAIL, regular pinto bea
289,1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,31-433-694-1822,8487.60,AUTOMOBILE,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar,20262,1439,F,218023.84,1994-12-27,4-NOT SPECIFIED,Clerk#000000877,0,deas. requests engage quickly. final packages sleep along the quietl,20262,1311,26,4,22.00,26670.82,0.02,0.07,A,F,1995-03-31,1995-02-25,1995-04-19,TAKE BACK RETURN,AIR,furiously. final a
290,1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,31-433-694-1822,8487.60,AUTOMOBILE,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar,20262,1439,F,218023.84,1994-12-27,4-NOT SPECIFIED,Clerk#000000877,0,deas. requests engage quickly. final packages sleep along the quietl,20262,643,75,5,41.00,63289.24,0.02,0.08,A,F,1995-04-05,1995-01-28,1995-04-29,TAKE BACK RETURN,REG AIR,xes use slyly carefully even dolphins. req
291,1456,Customer#000001456,zKDB5elqlAQoUQp,13,23-171-834-8997,6123.69,AUTOMOBILE,"unusual accounts wake. even, ironic packages wake carefully. regular p",16481,1456,F,77897.52,1995-02-19,5-LOW,Clerk#000000309,0,"ove the furiously regular packages. pending, stealthy pinto beans a",16481,100,26,1,6.00,6000.60,0.09,0.06,R,F,1995-05-14,1995-04-02,1995-06-09,TAKE BACK RETURN,FOB,lar instructions; dolphins haggle slyly
292,1456,Customer#000001456,zKDB5elqlAQoUQp,13,23-171-834-8997,6123.69,AUTOMOBILE,"unusual accounts wake. even, ironic packages wake carefully. regular p",16481,1456,F,77897.52,1995-02-19,5-LOW,Clerk#000000309,0,"ove the furiously regular packages. pending, stealthy pinto beans a",16481,680,43,2,44.00,69549.92,0.04,0.08,A,F,1995-06-05,1995-03-28,1995-06-06,DELIVER IN PERSON,REG AIR, ironic packa
293,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,11617,1459,F,186543.96,1994-12-11,4-NOT SPECIFIED,Clerk#000000519,0,etect blithely pending,11617,1738,39,2,46.00,75427.58,0.02,0.04,A,F,1995-04-03,1995-01-14,1995-04-23,DELIVER IN PERSON,FOB,s sleep blithely ironic pl
294,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,11617,1459,F,186543.96,1994-12-11,4-NOT SPECIFIED,Clerk#000000519,0,etect blithely pending,11617,987,22,3,33.00,62303.34,0.08,0.02,A,F,1995-03-20,1995-02-27,1995-03-30,DELIVER IN PERSON,SHIP,slyly express packa
295,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,26597,1459,F,158793.58,1995-01-14,2-HIGH,Clerk#000000355,0,furiously. ironic platelets sleep around t,26597,756,89,2,36.00,59643.00,0.01,0.03,A,F,1995-03-28,1995-03-05,1995-04-05,DELIVER IN PERSON,MAIL,ng deposits impress e
296,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,26597,1459,F,158793.58,1995-01-14,2-HIGH,Clerk#000000355,0,furiously. ironic platelets sleep around t,26597,504,5,3,12.00,16854.00,0.10,0.03,A,F,1995-03-19,1995-03-24,1995-04-04,TAKE BACK RETURN,FOB,oxes engage. slyly ironic asymptotes eat
297,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,26597,1459,F,158793.58,1995-01-14,2-HIGH,Clerk#000000355,0,furiously. ironic platelets sleep around t,26597,318,19,4,15.00,18274.65,0.03,0.05,A,F,1995-04-10,1995-02-17,1995-05-07,COLLECT COD,TRUCK,deas. requests about the furiously ironi
298,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,45442,1459,F,62571.45,1995-02-07,1-URGENT,Clerk#000000655,0,"regular, pending dependencies wake. slyly silent",45442,622,23,1,12.00,18271.44,0.06,0.02,A,F,1995-05-31,1995-03-21,1995-06-16,NONE,SHIP,refully in place o
